_id,devAddr,deduplicationId,time,deviceInfo.deviceClassEnabled,deviceInfo.tenantName,deviceInfo.tenantId,deviceInfo.deviceProfileId,deviceInfo.applicationId,deviceInfo.deviceName,deviceInfo.applicationName,deviceInfo.devEui,deviceInfo.deviceProfileName,deviceInfo.tags.Description,deviceInfo.tags.Address,deviceInfo.tags.Name,deviceInfo.tags.Location,txInfo.modulation.lora.spreadingFactor,txInfo.modulation.lora.bandwidth,txInfo.modulation.lora.codeRate,txInfo.frequency,fPort,data,fCnt,confirmed,adr,dr,rxInfo[0].rssi,rxInfo[1].rssi,rxInfo[2].rssi,rxInfo[3].rssi,rxInfo[0].metadata.region_config_id,rxInfo[1].metadata.region_config_id,rxInfo[2].metadata.region_config_id,rxInfo[3].metadata.region_config_id,rxInfo[0].metadata.region_common_name,rxInfo[1].metadata.region_common_name,rxInfo[2].metadata.region_common_name,rxInfo[3].metadata.region_common_name,rxInfo[0].nsTime,rxInfo[1].nsTime,rxInfo[2].nsTime,rxInfo[3].nsTime,rxInfo[0].timeSinceGpsEpoch,rxInfo[1].timeSinceGpsEpoch,rxInfo[2].timeSinceGpsEpoch,rxInfo[3].timeSinceGpsEpoch,rxInfo[0].snr,rxInfo[1].snr,rxInfo[2].snr,rxInfo[3].snr,rxInfo[0].context,rxInfo[1].context,rxInfo[2].context,rxInfo[3].context,rxInfo[0].uplinkId,rxInfo[1].uplinkId,rxInfo[2].uplinkId,rxInfo[3].uplinkId,rxInfo[0].location.altitude,rxInfo[1].location.altitude,rxInfo[2].location.altitude,rxInfo[3].location.altitude,rxInfo[0].location.latitude,rxInfo[1].location.latitude,rxInfo[2].location.latitude,rxInfo[3].location.latitude,rxInfo[0].location.longitude,rxInfo[1].location.longitude,rxInfo[2].location.longitude,rxInfo[3].location.longitude,rxInfo[0].gatewayId,rxInfo[1].gatewayId,rxInfo[2].gatewayId,rxInfo[3].gatewayId,rxInfo[0].crcStatus,rxInfo[1].crcStatus,rxInfo[2].crcStatus,rxInfo[3].crcStatus,margin,batteryLevelUnavailable,externalPowerSource,batteryLevel,rxInfo[0].channel,rxInfo[1].channel,rxInfo[2].channel,rxInfo[3].channel,object.co2_status,object.co2,object.temperature_message,object.pressure_message,object.pressure,object.battery,object.co2_message,object.pressure_status,object.humidity_status,object.temperature,object.humidity,object.humidity_message,object.temperature_status,rxInfo[0].gwTime,rxInfo[1].gwTime,rxInfo[2].gwTime,rxInfo[3].gwTime,code,level,context.deduplication_id,description
67445e3ce58a707f3ba5302b,009ad009,7c84207d-2d34-443d-ac3b-825b14e9f6fd,2024-11-25T11:27:37.821+00:00,CLASS_A,Secretaria de ciudad digital y gobierno electronico,52f14cd4-c6f1-4fbd-8f87-4025e1d49242,1d9d2a0d-d5c2-4339-9080-8a9defc094a0,572beadb-725b-4d67-a009-e9ca93cc5fc3,EMS-6500,EM500-CO2-915M,24e124126d376500,EM500-CO2-915M,"Mide la concentración de CO2, además de la temperatura, humedad y presión barométrica.",Parque del Arquitecto,Sensor CO2 ,"-17.37644968114509, -66.14582576924013",7,125000,CR_4_5,916400000,85,BX3rAQZzRB0DZ/EABGhe,922,FALSE,TRUE,5,-113,,,,au915_0,,,,AU915,,,,2024-11-25T11:26:58.102905103+00:00,,,,1416569275.821s,,,,3.5,,,,HwfuSw==,,,,15774,,,,-66.14173889,,,,-17.38918114,,,,-66.14173889,,,,7076ff0054070994,,,,CRC_OK,,,,,,,,6,,,,Aceptable,491,Condiciones ideales,Riesgo de mareos y dolores de cabeza,749.2,,"Calidad de aire adecuado, se recomienda mantener la ventilacion actual",Muy baja,Confortable,24.1,47,Condiciones ideales,Agradable,,,,,,,,
67445f5ce58a707f3ba5303e,019a6028,372e2ec9-b5df-4812-b0c3-b2cb7028bc56,2024-11-25T11:32:25.696+00:00,CLASS_A,Secretaria de ciudad digital y gobierno electronico,52f14cd4-c6f1-4fbd-8f87-4025e1d49242,1d9d2a0d-d5c2-4339-9080-8a9defc094a0,572beadb-725b-4d67-a009-e9ca93cc5fc3,EMS-6962,EM500-CO2-915M,24e124126d376962,EM500-CO2-915M,"Mide la concentración de CO2, además de la temperatura, humedad y presión barométrica.",Plaza 14 de Septiembre,Sensor CO2 ,"-17.39376724156353, -66.15695114772511",7,125000,CR_4_5,916600000,85,BX2iAQZzYh0DZ78ABGh2,926,FALSE,TRUE,5,-118,-118,,,au915_0,au915_0,,,AU915,AU915,,,2024-11-25T11:31:45.972317483+00:00,2024-11-25T11:31:45.971687437+00:00,,,1416569563.696s,1416569563.696s,,,-3.5,-6,,,EkOEow==,kPiMbA==,,,26512,12850,,,-66.16408539,-66.16503143,,,-17.38708878,-17.39980125,,,-66.16408539,-66.16503143,,,7076ff00540709b9,7076ff00540709ba,,,CRC_OK,CRC_OK,,,,,,,7,7,,,Normal,418,Temperatura fresca,Riesgo de mareos y dolores de cabeza,752.2,,"Condiciones optimas de aire, sin riesgos de salud",Muy baja,Confortable,19.1,59,Condiciones ideales,Fresco,,,,,,,,
67445f80e58a707f3ba53042,0135f92a,1ebf1d54-40d4-4fb1-8fd3-facbc139abdc,2024-11-25T11:33:02.063+00:00,CLASS_A,Secretaria de ciudad digital y gobierno electronico,52f14cd4-c6f1-4fbd-8f87-4025e1d49242,1d9d2a0d-d5c2-4339-9080-8a9defc094a0,572beadb-725b-4d67-a009-e9ca93cc5fc3,EMS-6968,EM500-CO2-915M,24e124126d376968,EM500-CO2-915M,"Mide la concentración de CO2, además de la temperatura, humedad y presión barométrica.",Plaza Julio Leon Prado,Sensor CO2 ,"-17.405980857442945, -66.17001121710645",7,125000,CR_4_5,915400000,85,BX3fAQZzZB0DZ/QABGhe,1360,FALSE,TRUE,5,-119,-112,,,au915_0,au915_0,,,AU915,AU915,,,2024-11-25T11:32:22.346971575+00:00,2024-11-25T11:32:22.339832856+00:00,,,1416569600.063s,1416569600.063s,,,-6.5,6.5,,,FG5vow==,kyN3Sw==,,,27536,14642,,,-66.16409302,-66.16503143,,,-17.38709068,-17.39980125,,,-66.16409302,-66.16503143,,,7076ff00540709b9,7076ff00540709ba,,,CRC_OK,CRC_OK,,,,,,,1,1,,,Aceptable,479,Condiciones ideales,Riesgo de mareos y dolores de cabeza,752.4,,"Calidad de aire adecuado, se recomienda mantener la ventilacion actual",Muy baja,Confortable,24.4,47,Condiciones ideales,Agradable,,,,,,,,
6744615ce58a707f3ba53067,01f5c530,904c2842-5f28-4000-a5d5-c8ed5130ae43,2024-11-25T11:40:57.673+00:00,CLASS_A,Secretaria de ciudad digital y gobierno electronico,52f14cd4-c6f1-4fbd-8f87-4025e1d49242,1d9d2a0d-d5c2-4339-9080-8a9defc094a0,572beadb-725b-4d67-a009-e9ca93cc5fc3,EMS-6993,EM500-CO2-915M,24e124126d376993,EM500-CO2-915M,"Mide la concentración de CO2, además de la temperatura, humedad y presión barométrica.",Cristo de la Concordia,Sensor CO2 ,"-17.3844962748556, -66.1353062672603",7,125000,CR_4_5,915400000,85,BX3LAQZzbBwDZ+gABGha,927,FALSE,TRUE,5,-97,-107,,,au915_0,au915_0,,,AU915,AU915,,,2024-11-25T11:40:17.947293876+00:00,2024-11-25T11:40:17.949963395+00:00,,,1416570075.673s,1416570075.673s,,,9.5,7.5,,,MMeqEw==,r3ywyw==,,,43152,30002,,,-66.16407013,-66.16500854,,,-17.38711166,-17.39986038,,,-66.16407013,-66.16500854,,,7076ff00540709b9,7076ff00540709ba,,,CRC_OK,CRC_OK,,,,,,,1,1,,,Aceptable,459,Condiciones ideales,Riesgo de mareos y dolores de cabeza,727.6,,"Calidad de aire adecuado, se recomienda mantener la ventilacion actual",Muy baja,Confortable,23.2,45,Condiciones ideales,Agradable,,,,,,,,
674461dae58a707f3ba53074,0135f92a,3916f2b8-8f98-45c9-bfab-a903daedc407,2024-11-25T11:43:03.949+00:00,CLASS_A,Secretaria de ciudad digital y gobierno electronico,52f14cd4-c6f1-4fbd-8f87-4025e1d49242,1d9d2a0d-d5c2-4339-9080-8a9defc094a0,572beadb-725b-4d67-a009-e9ca93cc5fc3,EMS-6968,EM500-CO2-915M,24e124126d376968,EM500-CO2-915M,"Mide la concentración de CO2, además de la temperatura, humedad y presión barométrica.",Plaza Julio Leon Prado,Sensor CO2 ,"-17.405980857442945, -66.17001121710645",7,125000,CR_4_5,916400000,85,BX0BAgZzZB0DZ+cABGhn,1361,FALSE,TRUE,5,-112,,,,au915_0,,,,AU915,,,,2024-11-25T11:42:24.221020789+00:00,,,,1416570201.949s,,,,3,,,,twOA7A==,,,,35122,,,,-66.16500854,,,,-17.39984703,,,,-66.16500854,,,,7076ff00540709ba,,,,CRC_OK,,,,,,,,6,,,,Aceptable,513,Condiciones ideales,Riesgo de mareos y dolores de cabeza,752.4,,"Calidad de aire adecuado, se recomienda mantener la ventilacion actual",Muy baja,Confortable,23.1,51.5,Condiciones ideales,Agradable,,,,,,,,
674462e2e58a707f3ba5308b,019a6028,a5f80342-4039-43d1-9206-63d0015b36d2,2024-11-25T11:47:27.498+00:00,CLASS_A,Secretaria de ciudad digital y gobierno electronico,52f14cd4-c6f1-4fbd-8f87-4025e1d49242,1d9d2a0d-d5c2-4339-9080-8a9defc094a0,572beadb-725b-4d67-a009-e9ca93cc5fc3,EMS-6962,EM500-CO2-915M,24e124126d376962,EM500-CO2-915M,"Mide la concentración de CO2, además de la temperatura, humedad y presión barométrica.",Plaza 14 de Septiembre,Sensor CO2 ,"-17.39376724156353, -66.15695114772511",7,125000,CR_4_5,916000000,85,BX2sAQZzYh0DZ8MABGhz,927,FALSE,TRUE,5,-116,,,,au915_0,,,,AU915,,,,2024-11-25T11:46:47.764448203+00:00,,,,1416570465.498s,,,,2.2,,,,SAPoSw==,,,,56464,,,,-66.16410065,,,,-17.38712311,,,,-66.16410065,,,,7076ff00540709b9,,,,CRC_OK,,,,,,,,4,,,,Normal,428,Temperatura fresca,Riesgo de mareos y dolores de cabeza,752.2,,"Condiciones optimas de aire, sin riesgos de salud",Muy baja,Confortable,19.5,57.5,Condiciones ideales,Fresco,,,,,,,,
674464e2e58a707f3ba530ac,01f5c530,12d5711b-0c24-437c-a344-59290c86ee5c,2024-11-25T11:55:59.503+00:00,CLASS_A,Secretaria de ciudad digital y gobierno electronico,52f14cd4-c6f1-4fbd-8f87-4025e1d49242,1d9d2a0d-d5c2-4339-9080-8a9defc094a0,572beadb-725b-4d67-a009-e9ca93cc5fc3,EMS-6993,EM500-CO2-915M,24e124126d376993,EM500-CO2-915M,"Mide la concentración de CO2, además de la temperatura, humedad y presión barométrica.",Cristo de la Concordia,Sensor CO2 ,"-17.3844962748556, -66.1353062672603",7,125000,CR_4_5,915800000,85,BX3LAQZzbRwDZ9YABGhm,928,FALSE,TRUE,5,-99,-113,-106,,au915_0,au915_0,au915_0,,AU915,AU915,AU915,,2024-11-25T11:55:19.760574175+00:00,2024-11-25T11:55:19.763730628+00:00,2024-11-25T11:55:19.769924467+00:00,,1416570977.503s,1416570977.503s,1416570977.503s,,8.8,4.5,6.2,,Zoh86w==,hHWEEw==,CsHmaw==,,10129,50078,16047,,-66.16410065,-66.14174652,-66.16503906,,-17.38711357,-17.38919067,-17.39979362,,-66.16410065,-66.14174652,-66.16503906,,7076ff00540709b9,7076ff0054070994,7076ff00540709ba,,CRC_OK,CRC_OK,CRC_OK,,,,,,3,3,3,,Aceptable,459,Condiciones ideales,Riesgo de mareos y dolores de cabeza,727.7,,"Calidad de aire adecuado, se recomienda mantener la ventilacion actual",Muy baja,Confortable,21.4,51,Condiciones ideales,Agradable,,,,,,,,
67446548e58a707f3ba530b0,009ad009,b1d71733-7047-4a3f-81e6-feb05772b94f,2024-11-25T11:57:41.403+00:00,CLASS_A,Secretaria de ciudad digital y gobierno electronico,52f14cd4-c6f1-4fbd-8f87-4025e1d49242,1d9d2a0d-d5c2-4339-9080-8a9defc094a0,572beadb-725b-4d67-a009-e9ca93cc5fc3,EMS-6500,EM500-CO2-915M,24e124126d376500,EM500-CO2-915M,"Mide la concentración de CO2, además de la temperatura, humedad y presión barométrica.",Parque del Arquitecto,Sensor CO2 ,"-17.37644968114509, -66.14582576924013",7,125000,CR_4_5,915800000,85,BX3NAQZzRB0DZ/wABGhX,924,FALSE,TRUE,5,-115,,,,au915_0,,,,AU915,,,,2024-11-25T11:57:01.656107241+00:00,,,,1416571079.403s,,,,-0.2,,,,iohkAw==,,,,53150,,,,-66.14174652,,,,-17.38917923,,,,-66.14174652,,,,7076ff0054070994,,,,CRC_OK,,,,,,,,3,,,,Aceptable,461,Temperatura calida,Riesgo de mareos y dolores de cabeza,749.2,,"Calidad de aire adecuado, se recomienda mantener la ventilacion actual",Muy baja,Confortable,25.2,43.5,Condiciones ideales,Calido,,,,,,,,
67446668e58a707f3ba530c7,019a6028,4686e2de-15e9-4c60-8562-c7bedd3e19a7,2024-11-25T12:02:29.307+00:00,CLASS_A,Secretaria de ciudad digital y gobierno electronico,52f14cd4-c6f1-4fbd-8f87-4025e1d49242,1d9d2a0d-d5c2-4339-9080-8a9defc094a0,572beadb-725b-4d67-a009-e9ca93cc5fc3,EMS-6962,EM500-CO2-915M,24e124126d376962,EM500-CO2-915M,"Mide la concentración de CO2, además de la temperatura, humedad y presión barométrica.",Plaza 14 de Septiembre,Sensor CO2 ,"-17.39376724156353, -66.15695114772511",7,125000,CR_4_5,916400000,85,BX2vAQZzYx0DZ8YABGh0,928,FALSE,TRUE,5,-118,,,,au915_0,,,,AU915,,,,2024-11-25T12:01:49.559312793+00:00,,,,1416571367.307s,,,,-7.8,,,,If3Tew==,,,,30639,,,,-66.16505432,,,,-17.39979935,,,,-66.16505432,,,,7076ff00540709ba,,,,CRC_OK,,,,,,,,6,,,,Normal,431,Temperatura fresca,Riesgo de mareos y dolores de cabeza,752.3,,"Condiciones optimas de aire, sin riesgos de salud",Muy baja,Confortable,19.8,58,Condiciones ideales,Fresco,,,,,,,,
6744668ee58a707f3ba530ce,0135f92a,b64374b3-2432-48d4-97be-184e4c51d703,2024-11-25T12:03:07.682+00:00,CLASS_A,Secretaria de ciudad digital y gobierno electronico,52f14cd4-c6f1-4fbd-8f87-4025e1d49242,1d9d2a0d-d5c2-4339-9080-8a9defc094a0,572beadb-725b-4d67-a009-e9ca93cc5fc3,EMS-6968,EM500-CO2-915M,24e124126d376968,EM500-CO2-915M,"Mide la concentración de CO2, además de la temperatura, humedad y presión barométrica.",Plaza Julio Leon Prado,Sensor CO2 ,"-17.405980857442945, -66.17001121710645",7,125000,CR_4_5,916600000,85,BX3XAQZzZR0DZ+MABGhr,1363,FALSE,TRUE,5,-111,,,,au915_0,,,,AU915,,,,2024-11-25T12:02:27.933175579+00:00,,,,1416571405.682s,,,,4.8,,,,JEdi8w==,,,,32943,,,,-66.16506195,,,,-17.39980316,,,,-66.16506195,,,,7076ff00540709ba,,,,CRC_OK,,,,,,,,7,,,,Aceptable,471,Condiciones ideales,Riesgo de mareos y dolores de cabeza,752.5,,"Calidad de aire adecuado, se recomienda mantener la ventilacion actual",Muy baja,Confortable,22.7,53.5,Condiciones ideales,Agradable,,,,,,,,
67446868e58a707f3ba530ef,01f5c530,6d373734-c5ea-423d-92f7-e8e9f08dc162,2024-11-25T12:11:01.322+00:00,CLASS_A,Secretaria de ciudad digital y gobierno electronico,52f14cd4-c6f1-4fbd-8f87-4025e1d49242,1d9d2a0d-d5c2-4339-9080-8a9defc094a0,572beadb-725b-4d67-a009-e9ca93cc5fc3,EMS-6993,EM500-CO2-915M,24e124126d376993,EM500-CO2-915M,"Mide la concentración de CO2, además de la temperatura, humedad y presión barométrica.",Cristo de la Concordia,Sensor CO2 ,"-17.3844962748556, -66.1353062672603",7,125000,CR_4_5,916000000,85,BX3aAQZzbxwDZ9AABGhq,929,FALSE,TRUE,5,-113,-99,-105,,au915_0,au915_0,au915_0,,AU915,AU915,AU915,,2024-11-25T12:10:21.563197637+00:00,2024-11-25T12:10:21.570338903+00:00,2024-11-25T12:10:21.567004965+00:00,,1416571879.322s,1416571879.322s,1416571879.322s,,4.2,9.5,7.5,,ujYuEw==,nEkoAw==,QIKPqw==,,49567,20370,50607,,-66.14176178,-66.16410065,-66.16503143,,-17.38920784,-17.38713264,-17.39978981,,-66.14176178,-66.16410065,-66.16503143,,7076ff0054070994,7076ff00540709b9,7076ff00540709ba,,CRC_OK,CRC_OK,CRC_OK,,,,,,4,4,4,,Aceptable,474,Condiciones ideales,Riesgo de mareos y dolores de cabeza,727.9,,"Calidad de aire adecuado, se recomienda mantener la ventilacion actual",Muy baja,Confortable,20.8,53,Condiciones ideales,Agradable,,,,,,,,
674468e8e58a707f3ba530f8,0135f92a,f2f8c7e6-d51d-498b-b615-64e8dfa3186b,2024-11-25T12:13:09.532+00:00,CLASS_A,Secretaria de ciudad digital y gobierno electronico,52f14cd4-c6f1-4fbd-8f87-4025e1d49242,1d9d2a0d-d5c2-4339-9080-8a9defc094a0,572beadb-725b-4d67-a009-e9ca93cc5fc3,EMS-6968,EM500-CO2-915M,24e124126d376968,EM500-CO2-915M,"Mide la concentración de CO2, además de la temperatura, humedad y presión barométrica.",Plaza Julio Leon Prado,Sensor CO2 ,"-17.405980857442945, -66.17001121710645",7,125000,CR_4_5,916400000,85,BX3jAQZzZB0DZ/AABGhl,1364,FALSE,TRUE,5,-113,,,,au915_0,,,,AU915,,,,2024-11-25T12:12:29.769907254+00:00,,,,1416572007.532s,,,,1,,,,SCbg4w==,,,,54447,,,,-66.16503143,,,,-17.39978218,,,,-66.16503143,,,,7076ff00540709ba,,,,CRC_OK,,,,,,,,6,,,,Aceptable,483,Condiciones ideales,Riesgo de mareos y dolores de cabeza,752.4,,"Calidad de aire adecuado, se recomienda mantener la ventilacion actual",Muy baja,Confortable,24,50.5,Condiciones ideales,Agradable,,,,,,,,
674469ede58a707f3ba53109,019a6028,3e0cd41b-f85c-4100-a4a6-48909c193a4b,2024-11-25T12:17:31.077+00:00,CLASS_A,Secretaria de ciudad digital y gobierno electronico,52f14cd4-c6f1-4fbd-8f87-4025e1d49242,1d9d2a0d-d5c2-4339-9080-8a9defc094a0,572beadb-725b-4d67-a009-e9ca93cc5fc3,EMS-6962,EM500-CO2-915M,24e124126d376962,EM500-CO2-915M,"Mide la concentración de CO2, además de la temperatura, humedad y presión barométrica.",Plaza 14 de Septiembre,Sensor CO2 ,"-17.39376724156353, -66.15695114772511",7,125000,CR_4_5,915400000,85,BX2jAQZzYx0DZ8gABGh0,929,FALSE,TRUE,5,-116,-117,,,au915_0,au915_0,,,AU915,AU915,,,2024-11-25T12:16:51.321938033+00:00,2024-11-25T12:16:51.313235295+00:00,,,1416572269.077s,1416572269.077s,,,2.5,-5.8,,,s4RVUw==,V728Kw==,,,48786,63919,,,-66.16409302,-66.16505432,,,-17.38713455,-17.39983368,,,-66.16409302,-66.16505432,,,7076ff00540709b9,7076ff00540709ba,,,CRC_OK,CRC_OK,,,,,,,1,1,,,Normal,419,Temperatura fresca,Riesgo de mareos y dolores de cabeza,752.3,,"Condiciones optimas de aire, sin riesgos de salud",Muy baja,Confortable,20,58,Condiciones ideales,Fresco,,,,,,,,
67446b42e58a707f3ba53126,0135f92a,899f07a4-43ef-44b6-8468-6da57f8519f3,2024-11-25T12:23:11.392+00:00,CLASS_A,Secretaria de ciudad digital y gobierno electronico,52f14cd4-c6f1-4fbd-8f87-4025e1d49242,1d9d2a0d-d5c2-4339-9080-8a9defc094a0,572beadb-725b-4d67-a009-e9ca93cc5fc3,EMS-6968,EM500-CO2-915M,24e124126d376968,EM500-CO2-915M,"Mide la concentración de CO2, además de la temperatura, humedad y presión barométrica.",Plaza Julio Leon Prado,Sensor CO2 ,"-17.405980857442945, -66.17001121710645",7,125000,CR_4_5,916000000,85,BX3dAQZzYx0DZ/8ABGhg,1365,FALSE,TRUE,5,-113,,,,au915_0,,,,AU915,,,,2024-11-25T12:22:31.622500960+00:00,,,,1416572609.392s,,,,4.2,,,,bAaHww==,,,,9392,,,,-66.16506195,,,,-17.39978981,,,,-66.16506195,,,,7076ff00540709ba,,,,CRC_OK,,,,,,,,4,,,,Aceptable,477,Temperatura calida,Riesgo de mareos y dolores de cabeza,752.3,,"Calidad de aire adecuado, se recomienda mantener la ventilacion actual",Muy baja,Confortable,25.5,48,Condiciones ideales,Calido,,,,,,,,
67446bede58a707f3ba5312f,01f5c530,15524a22-b7d1-4e50-ad9b-337775574925,2024-11-25T12:26:03.119+00:00,CLASS_A,Secretaria de ciudad digital y gobierno electronico,52f14cd4-c6f1-4fbd-8f87-4025e1d49242,1d9d2a0d-d5c2-4339-9080-8a9defc094a0,572beadb-725b-4d67-a009-e9ca93cc5fc3,EMS-6993,EM500-CO2-915M,24e124126d376993,EM500-CO2-915M,"Mide la concentración de CO2, además de la temperatura, humedad y presión barométrica.",Cristo de la Concordia,Sensor CO2 ,"-17.3844962748556, -66.1353062672603",7,125000,CR_4_5,916400000,85,BX2+AQZzbhwDZ+MABGhi,930,FALSE,TRUE,5,-99,-106,-111,,au915_0,au915_0,au915_0,,AU915,AU915,AU915,,2024-11-25T12:25:23.353681443+00:00,2024-11-25T12:25:23.348151442+00:00,2024-11-25T12:25:23.345341336+00:00,,1416572781.119s,1416572781.119s,1416572781.119s,,9.2,7.8,4.5,,0gl6sw==,dkLggw==,FUkvEw==,,2707,14512,42411,,-66.16407776,-66.16506195,-66.14177704,,-17.38712502,-17.39979362,-17.38916397,,-66.16407776,-66.16506195,-66.14177704,,7076ff00540709b9,7076ff00540709ba,7076ff0054070994,,CRC_OK,CRC_OK,CRC_OK,,,,,,6,6,6,,Normal,446,Condiciones ideales,Riesgo de mareos y dolores de cabeza,727.8,,"Condiciones optimas de aire, sin riesgos de salud",Muy baja,Confortable,22.7,49,Condiciones ideales,Agradable,,,,,,,,
67446c53e58a707f3ba53137,009ad009,fb1bfd66-66d2-46f1-84d4-b0004b7952b9,2024-11-25T12:27:44.994+00:00,CLASS_A,Secretaria de ciudad digital y gobierno electronico,52f14cd4-c6f1-4fbd-8f87-4025e1d49242,1d9d2a0d-d5c2-4339-9080-8a9defc094a0,572beadb-725b-4d67-a009-e9ca93cc5fc3,EMS-6500,EM500-CO2-915M,24e124126d376500,EM500-CO2-915M,"Mide la concentración de CO2, además de la temperatura, humedad y presión barométrica.",Parque del Arquitecto,Sensor CO2 ,"-17.37644968114509, -66.14582576924013",7,125000,CR_4_5,916400000,85,BX3WAQZzQx0DZwABBGhY,926,FALSE,TRUE,5,-112,,,,au915_0,,,,AU915,,,,2024-11-25T12:27:05.219496542+00:00,,,,1416572882.994s,,,,2.5,,,,G1ur6w==,,,,45483,,,,-66.14176941,,,,-17.38918495,,,,-66.14176941,,,,7076ff0054070994,,,,CRC_OK,,,,,,,,6,,,,Aceptable,470,Temperatura calida,Riesgo de mareos y dolores de cabeza,749.1,,"Calidad de aire adecuado, se recomienda mantener la ventilacion actual",Muy baja,Confortable,25.6,44,Condiciones ideales,Calido,,,,,,,,
67446d73e58a707f3ba5314f,019a6028,2059fa22-398a-48c9-83f6-aa51b395f904,2024-11-25T12:32:32.865+00:00,CLASS_A,Secretaria de ciudad digital y gobierno electronico,52f14cd4-c6f1-4fbd-8f87-4025e1d49242,1d9d2a0d-d5c2-4339-9080-8a9defc094a0,572beadb-725b-4d67-a009-e9ca93cc5fc3,EMS-6962,EM500-CO2-915M,24e124126d376962,EM500-CO2-915M,"Mide la concentración de CO2, además de la temperatura, humedad y presión barométrica.",Plaza 14 de Septiembre,Sensor CO2 ,"-17.39376724156353, -66.15695114772511",7,125000,CR_4_5,915200000,85,BX2TAQZzYh0DZ84ABGhv,930,FALSE,TRUE,5,-113,,,,au915_0,,,,AU915,,,,2024-11-25T12:31:53.084442103+00:00,,,,1416573170.865s,,,,,,,,6USGow==,,,,17555,,,,-66.16407776,,,,-17.38712883,,,,-66.16407776,,,,7076ff00540709b9,,,,CRC_OK,,,,,,,,,,,,Normal,403,Condiciones ideales,Riesgo de mareos y dolores de cabeza,752.2,,"Condiciones optimas de aire, sin riesgos de salud",Muy baja,Confortable,20.6,55.5,Condiciones ideales,Agradable,,,,,,,,
67446f73e58a707f3ba5316a,01f5c530,d7011769-4bc0-4e35-a5b1-51ba1d33f59e,2024-11-25T12:41:04.920+00:00,CLASS_A,Secretaria de ciudad digital y gobierno electronico,52f14cd4-c6f1-4fbd-8f87-4025e1d49242,1d9d2a0d-d5c2-4339-9080-8a9defc094a0,572beadb-725b-4d67-a009-e9ca93cc5fc3,EMS-6993,EM500-CO2-915M,24e124126d376993,EM500-CO2-915M,"Mide la concentración de CO2, además de la temperatura, humedad y presión barométrica.",Cristo de la Concordia,Sensor CO2 ,"-17.3844962748556, -66.1353062672603",7,125000,CR_4_5,915600000,85,BX21AQZzbRwDZ+4ABGhb,931,FALSE,TRUE,5,-109,-97,,,au915_0,au915_0,,,AU915,AU915,,,2024-11-25T12:40:25.140357209+00:00,2024-11-25T12:40:25.139716337+00:00,,,1416573682.920s,1416573682.920s,,,5.8,7.2,,,rANBSw==,B8ndUw==,,,43696,33683,,,-66.16501617,-66.16409302,,,-17.39982224,-17.38712692,,,-66.16501617,-66.16409302,,,7076ff00540709ba,7076ff00540709b9,,,CRC_OK,CRC_OK,,,,,,,2,2,,,Normal,437,Condiciones ideales,Riesgo de mareos y dolores de cabeza,727.7,,"Condiciones optimas de aire, sin riesgos de salud",Muy baja,Confortable,23.8,45.5,Condiciones ideales,Agradable,,,,,,,,
67446fd9e58a707f3ba53174,009ad009,233a5e9b-a42f-442a-8f65-5b3e430be759,2024-11-25T12:42:46.771+00:00,CLASS_A,Secretaria de ciudad digital y gobierno electronico,52f14cd4-c6f1-4fbd-8f87-4025e1d49242,1d9d2a0d-d5c2-4339-9080-8a9defc094a0,572beadb-725b-4d67-a009-e9ca93cc5fc3,EMS-6500,EM500-CO2-915M,24e124126d376500,EM500-CO2-915M,"Mide la concentración de CO2, además de la temperatura, humedad y presión barométrica.",Parque del Arquitecto,Sensor CO2 ,"-17.37644968114509, -66.14582576924013",7,125000,CR_4_5,916600000,85,BX2/AQZzQx0DZwkBBGhV,927,FALSE,TRUE,5,-116,,,,au915_0,,,,AU915,,,,2024-11-25T12:42:06.986206108+00:00,,,,1416573784.771s,,,,0.8,,,,URuvUw==,,,,63915,,,,-66.14174652,,,,-17.38917542,,,,-66.14174652,,,,7076ff0054070994,,,,CRC_OK,,,,,,,,7,,,,Normal,447,Temperatura calida,Riesgo de mareos y dolores de cabeza,749.1,,"Condiciones optimas de aire, sin riesgos de salud",Muy baja,Confortable,26.5,42.5,Condiciones ideales,Calido,,,,,,,,
67446ff5e58a707f3ba53176,0135f92a,c1f75ce6-c33e-45ca-bddf-540f9147d3e6,2024-11-25T12:43:15.108+00:00,CLASS_A,Secretaria de ciudad digital y gobierno electronico,52f14cd4-c6f1-4fbd-8f87-4025e1d49242,1d9d2a0d-d5c2-4339-9080-8a9defc094a0,572beadb-725b-4d67-a009-e9ca93cc5fc3,EMS-6968,EM500-CO2-915M,24e124126d376968,EM500-CO2-915M,"Mide la concentración de CO2, además de la temperatura, humedad y presión barométrica.",Plaza Julio Leon Prado,Sensor CO2 ,"-17.405980857442945, -66.17001121710645",7,125000,CR_4_5,915200000,85,BX3lAQZzYh0DZwoBBGhc,1367,FALSE,TRUE,5,-113,,,,au915_0,,,,AU915,,,,2024-11-25T12:42:35.326383470+00:00,,,,1416573813.108s,,,,5.2,,,,s8XCww==,,,,48304,,,,-66.1650238,,,,-17.39982986,,,,-66.1650238,,,,7076ff00540709ba,,,,CRC_OK,,,,,,,,,,,,Aceptable,485,Temperatura calida,Riesgo de mareos y dolores de cabeza,752.2,,"Calidad de aire adecuado, se recomienda mantener la ventilacion actual",Muy baja,Confortable,26.6,46,Condiciones ideales,Calido,,,,,,,,
